label	text_a
1	" it's  "" white ruling elite "" "" turned america into a great melting pot .brain drain & cheap manual labor benefit america """
0	the realist report interviews eric hunt transcript via
1	i agree i think his real name is scum dog doesnt he live in the swamp isnt he a scum sucking maggot
1	" with every  "" antifa "" "" aggression  the eyes and minds of whites will be opened  and our movement will grow ever stronger ! """
1	Why are jews ok with holocaust jokes? Because they're used to being roasted
1	indian policy itself was flawed during those times  we pampered arabs and bogey of energy security has fostered mnty appease
0	" rt : a cuck begs for mercy | banishing the world  "" cuckservative "" "" won't save him . """
2	different ethnic tribes have different abilities . non-whites xcept asians suck at math
0	was it moral for white people to be in america at all ? insignificant question as we're here . just like these kids you want to kick out .
1	" whites defending themselves against #antiwhite attackers is  "" racist "" "" ! anti-racist is a code word for #antiwhite . """
0	next question : is award of president ' ugly history with white supremacists ? #kimdavis
1	all daca recipients , except those in the service must be deported . thats what we voted fornot negotiable . lets concentrate on american dreamers for a change
0	what if we just rile up every leftist group and the media and never actually show up and see what happens ?
0	human rights group hiding information about white genocide in south
0	" if the question is  "" why do you hate white people ? "" "" the answer i """
0	mount pressure for kejri resignation and anna hajare intervention or dismiss delhi state govt
0	the majority of humans on earth are none white .. from asia  africa . s-america
0	" what i mean is that people attacked for  "" white privilege "" "" should be unflinching in not apol """
1	You're going to be the expert on all things African American .
1	give them a taste if the chain gun .
0	maybe they wanted to cover the muslim girls in liquid concrete . #justsaying
0	to properly represent islam . it's foolish to say they are somehow
0	based on media response  people have no problem figuring it out
0	the irony is that stricter border control will largely affect honest white people - - lots of experience here .
0	wish there was something like this when white ppl immigrated to the us . cause you know . native americans were here first
0	the media  cucks and commies want to ignore reality . has repeatly said
1	my take..put them all in a c130 and dump them out over their own country without parachutesdone , over .
2	mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia
0	it was treason . he waged war against the usa . should never have been a statue for his treachery .
0	- : kkklanneed to report illegals contact ice swordpack  on sale now !
0	your founder margaret sanger was a racist who sterilized black women so they couldn't have more bad weeds !
0	right ? why can't all people be this common sense intelligent ? people like her would die eventually .
1	scince knows white are further evolved then any other race
1	so i almost dated this cute muslin chick in middle school but after her social media phase , she kinda blew up . <repeat>
0	if only we'd realize it's just #clowardandpiven of dear leader obama we'd be taking a stand as americans .
0	military armed on foreign soil  but disarmed here in us . any of this makes sense ? #rt #gjm
0	purge ! use nsa to expose ... mass resignations .. special elections
1	he may have gotten off to a rough 200 - year start in haiti  but look at zimbabwe and anc's south africa .
0	these left wing anarchists are the new klan . all democrats know is hate and violence . you are truly sick ma'am
1	while the left portrays conservatives as terrorists who mow down people in trucks  islamic terrorists are actually doing that .
0	is a racist and she supports the
0	arabs are middle eastern . whites are european . i dont mind arabs though .
0	i guess also eat white bread and drive white cars . no cause y u know .
0	wait i sec ... im white ...
1	jewish groups push 4 non-white immigration into europe and us they've been pushing this anti-white agenda 4 decades
1	Another advantage of being a female : getting by with your looks
1	" rt rt #makeamericagreatagain #trump2016  "" thank you for all of your support  south carolina ! "" "" ; """
0	joins #dcwatchlive now w / latest on violation of christian biz owner's #religiousliberty in ny : 
0	unless they white washed mine  i'm good
1	" rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """
1	and then what? ban all ladders and shovels in mexico?
1	typical jew . what do you expect from them ?
1	london has fallen , thanks to the quislings mass-importing feral inbred barbarians (the twitter-safe i
0	identity europa is now on ! give us a follow .
0	not going to be good in places like mi  wi  io  oh and pa . they want to see actual populist results  not tru-con rhetoric
1	funny italy and france don't use illegals to pick grapes .
1	"  "" white genocide "" "" ... bs """
0	bizarre revenge : dr . mengele's remains to be used for scientific experiments | read more : 
0	pro-life nurse fired ! no one deserves to be denied a job simply because they are pro-life .
1	to me  it comes from other whites . whites with funny accents  that aren't from around here . rather than from poc .
0	what scan are you getting ? i'm at university so i guess i should be asking around to see what i can get
1	mcconnell is pro-jewish ~ he was annoyed by my anti-semitic comments for a time
1	what's good for the white race is what matters ! this event is good for our race regardless of nervous nellies !
0	identity evropa seems like the more serious cadre org right now . they're the ones rev socialist cadre orgs are worried about .
0	some people actually a lot of the time are complying and being upfront with information and are still killed   if you can name one case involving a white person where they are gunned down unfairly your point would stand .. but i can name countless that went national news
0	of course  they are all white .and guess who they don't want in their counties ? ... mexicans ! can't he more racist than that .
1	What's the difference between heroine and a black person? I think twice about shooting heroin .
0	david lane : hess  rockwell  mathews and others - heroes not forgotten va
0	guess they'll just have to take more monuments down .
0	you'll never win  cos you never do . even white people hate you .
1	not he ones that want global sharia #shariafree2016
0	audio : house leadership strong arms its own . pays the price for voting principles . he joins
0	yes  the way he says ' white ' is hilarious . it's awesome .
0	toni valtonen : a white warrior from the mma ( video )
0	how dare you call a hate group you are pushing the racist / anti-american #fakenews #scumbags
1	How do you stop a Jewish man from smoking? You let him out .
0	freedom of speech in academia & corporate america is now threatened because go
1	us will have a civil war . stupid white libs who call white people privileged
0	should have on #thisaltrightlife to discuss and the future of the white race . #listens
0	see no white sheets no hoods same racist message y'all better wake up quit sleeping on these folks you gone wake ...
0	the barn was actually pretty warm and comfy . you're just jealous you weren't invited . perhaps antifa can host next time ?
2	"  "" white flight . "" "" nice jew euphemism for us fleeing their invading hordes of non white pets . """
0	there r #liberal #racists 2 b sure  but only #conservatism gives us   & .
1	no behead muslims and all those who know no love or forgiveness
0	"  "" true conservatism "" "" is actually "" "" classic liberalism "" ""  just an older form of leftism . """
0	stop racist fair
1	the end of a myth : most new serial killers in america are not white males | more : via
0	least he could do considering he attempted 2 cut uscg by $ 1b . there wouldn't be enough left 2 buy the cake or candles if he succeeded .
0	you make pop - shot comments ... stupid really ...
0	i respect your opinion . maybe the laws can be reformed to make immigrating easier .
1	it seems people are willing to sell the future of western children for a momentary feeling of misguided moral superiority .
1	in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .
1	does a muslim ban really matter that much? if we actually wanted progress we'd need a hispanic ban
0	bern victim : sanders wars against nominee's faith : 
1	the koran in america is not the true koran . there koran teaches them to convert us or kill u
0	it is emergency : the terrorists plan on killing several hundred million people - see more at : 
1	she doesn't recognize white people's right to exist  and alexandria is 60 % white  so why would she care ? it's simple math .
0	#lyingpress attacks european identitarian movement via
0	steve tennes family farm  banned from farmers market . punished for living out their faith via
0	 : antifas in alabama ? i hope they enjoy the all-expense-paid helicopter ride there  but the deep south ain't ber
0	i other news  if ruling goes against jack  chik fil a must open on sundays to avoid d
0	" . most of the  "" alt right is doomed ! "" "" talk is barely disguised jealousy  cattiness  and fear . """
1	how british illuminati bankers ) helped create the kingdom of saudi arabia -
0	they're feeding the white nationalist narrative !
0	kill the sodas . make sure you're getting your protein  too .
0	" imho   "" white identity "" "" in the form of "" "" blood & soil "" ""  the ( white ) folk was at the source of the trump win . """
1	hey greg  you're a ( ( ( chosenite ) ) ) and therefore your opinion is null in matters of white
1	 : another native swedes get mob attacked by non-white immigrants in stockholm ( video )
0	' holocaust ' debate / comments / news william l . shirer  anthony eden  franklin roosevelt & us citizens : the ...
0	$ 1 million reward has been posted for evidence #truconservatives have conserved something besides tax cuts
0	joins at 7 : 30 am to discuss indiana's new #rfra law and interview on abc .
0	mr . racist you need to stop your lies . first they are mostly from central america . drugs come in from columbia
0	video : the story of pastor #freetobelieve
1	white colonization is the only colonization that ever helped another race
0	2 / where the audience was told all white people were racist . this upset the the white audience  who wer
0	that cant be you on that pic cause i dont know no black folks as ugly as yo azz .
0	well according to cnn you are now a white racist . unbelievable .
0	mps express outrage at discovering sharia law rules parts of #whitehall read more : 
1	the end of a myth : most new serial killers in america are not white males | read more : via
0	not such a great case really mr . gupta  pl . do not extend hidden support to lumpens ; who said no money ? ? ?
1	if you don't think that we  as a country  do not have illegal immigration problems .. read the statistics carefully !
1	come on  everybody hear white people  white nation .
0	because shooting 500 people would definitely not be an indicator of that .
1	What do you say to a black guy in a three piece suit? Will the defendant please rise
0	how's calling you jewish antisemitic ? you bring up the fact that you're a jew every time you speak
0	wow . you know this is white supremacist garbage  right ?
1	talk about how americas enemies are aipac  cristian zionists  fox news / cnn legal immigration  trump admin & other whites like them .
0	i have no idea what you are talking about . white supremacy = pure evil .
0	im new to twitter and glad to see so many following a great page like yours . i wish to also spread truth about national socialism
1	this is the best get out of jail free card cucks have . every time trump governs like obama it's actuall
0	during the 1936 olympics  churchill said : we will force hitler into war  whether he wants it or not .
2	filthy jews like always pretend to be white when they are attacking and slandering our race . #withjewswelose
1	ethnic norwegians disappearing as non-white colonization intensifies #swrm #white via
2	if the people of the state don't want faggots anywhere near children  then why is federal judges allowed to overrule them ?
1	" so this  "" white genocide "" "" thing you are talking about is obviously because you don't find white women attractive enough to mate . xd """
0	i have challenged tony perkins  and i will challenge you ! ! although tony perkins is a coward and won't respond
0	white students turned away from anti-racism seminar for being white | read more : via
0	black shareholders now ask : why don't you appoint a local black ceo  if foreign ( non-racist ) whites can't do the job ? : -)
0	he was actually a white supremacist  he has ties with vanguard america but the attack seems to be his own agenda . he plowed anti protesters .
1	their ideologies are inspired by their merciless violent repressive culture to subdue others under the pain of death .
0	serious question : is dan schneider a conservative or a libertarian ? his political philosophy lacks any semblance of coherency
0	sargon and richard spencer  two of my favorite people
0	this is interesting  people need to take responsibility
0	he was with a group of people all looking for trouble .
0	nope was elected bcuz people such as urself r gullible af and easily conned . don't get confused #gop #cpac2017
0	# dollar general #sprint #mcdolnald #sprint #cbs #minorityyouth #blacklivesmatter #mymm
0	 : rhode island governor-elect to rescind immigration enforcement order #afire #tcot #p2
0	you guys are going to sticky an explanation for the alt-right on your site for the inevitable flood  right ?
1	"instead of the brain , his beard grew this is a norm for muslim"""" thinkers"
1	because the media do not care if your white and are attacked by leftist  illegals  or any other race
1	yep  undeniably antifa recruitment material !
0	" rt the false narrative : vanderbilt university football player sentenced to 15 years in prison for rape : "" that's ... """
0	8/ 8 worse  youre working to destroy reputations w clandestinely acquired information peddled by people hiding behind a cloak of anonymity .
0	i don't believe there is evidence of him being a white nationalist . he is white  therefore
0	in the old days of america baptists were stereotyped as either being white trash or blacks .
1	time to end sanctuary cities joe manchin! stop haboring illegal immigrants! obey laws of united states of america secure borders #maga
0	the #natsoc approach to #healthcare : #obamacare #trumpcare #bigpharma #nutrition
1	what's happening in south africa is awful and not one news station covers it
2	pelosi is not a human being not sure what she is , but human she is not . look at swamp creatures category , ask mulder .
0	" where is robert  "" ignorant "" "" or "" "" racist "" "" exactly ? please inform us ... """
1	#deportillegals as the law is written . if you don't like the law , use our processes in place and change it .
2	"  "" : obert pencer is a racist "" "" islam is not a "" "" race "" "" it's a sick deviant twisted mind boggling theology by satan """
0	we can no longer be silent about this . people of all races must come together and speak out against the deliberate displacement of whites
0	afro-jew biracial man sues museum over anti-semitic  racist and offensive painting | more : 
1	because christ is an existential threat to their traditions of men .
2	this is really directed at white german women . there the ones stupid enough to copulate w / savages .
0	" rt splitting hairs  neither the supporters nor the opponents care about those academic distinctions . both are  "" pro-white "" "" to both friends & enemies . """
1	"if state office is just a social construct , why do people laugh at my neighbor who just declared himself potus?"""" and soforth ."
1	" rt what if white americans were in media outlets constantly writing things like  "" jewish race must be abolished "" "" or "" "" jewishprivilege must end "" "" ? """
1	did you ever really believe he was pro-white ?
1	 : ... also  organized jewry and anti-white blacks a
0	capitalism and imperialism have killed exponentially more people than communism .
0	national socialist education had a lasting effect | read more : via
0	i'm standing for faith  family  & freedom . join me at and by following and .
1	no , to hell where 72 virgin devils is going to screw the hell out of him for eternity .
1	How do you pick up black girls? You burn their village , chain them up and raise the anchors .
0	id more likely to believe her claim if it happened say during his first election run
0	" rt : from : "" the may day protests the media didn't cover "" "" #afire #tcot #p2 """
1	stop the white genocide in south africa ! ( video ) via #whiteresister
0	ur preaching to choir . my point is lefties saunter in and act like white skin buys them something with white nats . it doesn't .
0	' holocaust ' debate / comments / news discussing ' verboten ' topics with my aunt in germany : hello  i have an ...
0	u never said miami was 5 % non hispanic white . u said it was 5 % white . theres a huge difference
0	" rt almost certainly it was evropa . the flyers are very similar and say  "" latino power - viva la raza . "" "" ( which i doubt la raza would ever say ) """
0	retweeted fair ( ) : interesting read ... via
0	as 30th april dawns we mourn the death of greatest military genius fuhrer . national socialism as a lively philosophy has to evolve over time
0	honest inquiry for the  do you hate all non-white races equally ? i seriously like the compassion displayed towards animals  though .
1	im new to white pride but eh black's are taking over washington state slowly every man need's a black slave i believe
0	" does antifa   "" or how you might say  the alt-left "" "" get even a dishonorable mention ? follow """
0	these people are totally insane .
0	he means in public life . nobody would identify as near white if they could reap a benefit from being considered white . instead we have a bizzare situation where white people claim to be non-white through distant ancestry ( or lying ) . proof no incentive to be seen as white .
0	and putin just added more laws to silence political dissidents . suckers .
0	exit polls in ohio don't include early voters ; according to trump campaign people  he did very well with early voters
1	the illegal immigration from mexico is another name 4 white genocide #stopwhitegenocide
0	do you also comment on bla's twitter asking for their disarmament ? if not  why do you hate white people ?
0	trump to protect little sisters of the poor in religious liberty move #letthemserve
1	anti-white un boss demands more non-white invasion into uk  despite major opposition | more : 
0	after the smoke clears these racist white folks egging you are going back to the closet . where would
0	i hope the numbers are down for the harrisburg rally . white house needs a wake up call . actually  lets #boycottharrisburg
1	let's bring that up to 100 per cent for the non-whites  0 per cent for the whites .
0	can i join your clan i need it for college credit and my teacher said if i join a club / clan i will have enough credit to graduate
1	I'm male , and am asking this question to non-binary identified people . Why do you give so much of a crap? Why can't you just lighten up , let the thread happen , and ignore it?
0	stupid people say stupid stuff you are stupid
0	great answer from trump #gopdebate
0	" please define  "" conservative "" "" for me . none of us really know what that even means to people """
0	no  we own the streets because the will of the vast majority of people who oppose stupid
0	im sure someone made this meme already  but heres mine .
1	disgraceful . embarrassing . please have all incoming refugees from the banned countries go to hawaii!
0	jewish holocaust skeptic david cole breaks years of silence at revisionist meeting in california via
2	isn't black and being a cop hater and fkkn race hustler that he is  will only promote cop on black or white on black grievances .
0	most white are decent folks not rasict at all
2	the northwest front . no queers . no jews . no mudsharks . just right .
1	its all about handouts , from the us , uk to africa..expect them to work and the expect handouts..ahhh shame
0	no country for minority whites : racist attacks by violent non-whites rising in america | more : 
0	y'know the people that don't want to leave the bar alone at closing time and go home to a filthy apartment ? this is them in daylight .
0	ice agents outnumbered 5 to 11000 illegals  cheer new trump hires via
0	why do you hate black people ? ?
0	if you don't tolerate evil  then you're a racist  because evil is now a race .
1	should change because brian is a self-hating white who pushes his agenda everywhere .
0	a good white mangregg allman  r . i . p .
0	anyone who voted for trump is a racist like him . it doesn ; t matter your color  creed  background or profession . you're a racist . god bless .
0	britains extremist bloggers helping the alt-right go global  report finds
1	atlanta hawks poor attendance is blamed on black crowds making southern whites uncomfortable : 
0	 : rt : congress wants all cars to be equipped with recording devices #nwo #zog #zionism ...
1	obama wake up ! illegal immigrants are killing this country on your pathetic watch .
0	where are the american symbols ? neo fashy euro style doesn't appeal here . why would a normal white guy join this ?
1	obama paid for the illegals!
1	" rt : . stupid screed . jihad terror isn't a race . "" white "" "" jihadis as evil """
0	i'm not a big fan of kelli ward . blackburn and hawley are good . prince ... i'm not too sure about that one .
0	libertarianism without nationalism is suicide .
0	of science is very clear on this ; babies at this age feel pain more intensely than newborns and adults #theyfeelpain
0	gang warfare . white on white .
1	a reminder that jews are not white ! via
1	if we dont let muslims into america  theyll kill us & why would we want ppl who say they'll kill us to come here ?
1	newsflash : incompetent cuckold masquerading as journalist spreads anti-white hate : promotes replacement of europeans
1	the end game of globalization is 1 world govt . whitey stands in the way & also why the white guilt / sham
1	" if the low iq browns continue this anti-white rhetoric maybe it'll entice  "" whitey "" "" to do the white thing : support his own tribe . wake up ! ! """
0	he's 100 % correct . we are spending ourselves into oblivion rt : fair point about military spending from rand paul #gopdebate
0	how close was it between glorifying #kimdavisor #joshduggar ? will be attending ? #lgbt #duggary
0	i'm a independent now and a winner because i'm saved by grace thru my faith in god .
2	you guys must have pretty miserable penises to hate blacks that much .
1	Men are just better at some things . That's just the way it is . Like men are better at driving cars or flying airplanes . But you sure look pretty .
0	 : europe's awakening : greek racial nationalists has made contact with bavarian national socialists !
2	adl dimbulbs freak out over inmate styled clothing : the criminal supremacist jews at the adl and it's gang lea ...
0	hunter wallace  please ignore the comments and move on to saving dixie . we all know there is room for i
1	a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies
0	blacks who kill other blacks get prison sentences suspect white supremacist who kill blacks get a pay raise
1	preparing for race war : the south african bootcamps which are training thousands of white youths via
0	"  "" it is the people who are at home both nowhere and everywhere ... "" "" """
2	jews and nonwhites are openly showing us their hatred right now . when will you get it  white people ?
1	" texas ; fighting foragainst the islamo-fascist dictatorship of  "" no border "" "" """
2	muhammed was a pedophile and invader of europe .muslims are pawns of greater power structures
2	 : shocking : south african negroes livin ' large  eating sushi off white models via yho ! !
0	or do they think that 911 is the greatest tragedy to ever occur and that keeping america white is the only way to stay safe
0	this is the essence of cruz  the obama of the gop
1	the birth of white identity in colonial america via
0	im tired of eating human flesh : south african cops probe cannibalism #swrm #animals via
0	1st pm to greet rss swayamsevaks . it needs courage . and modi has that courage .
0	" still preaching  "" let us in so we can kill you  or we will attack and kill you "" "" . like a broken record . lol """
1	stop #whitegenocide protect white children .
0	tony perkins represents white people
1	a warning who welcome immigrants from the middle east invite your enemy into your house to your demise to your doom
0	and yet  it's more important to separate from white yankees than to work with other us whites to separate from non-whites .
0	retweeted robert spencer ( ) : hamas : abbas by religious standards a jew for attending peres ...
2	i hate hur white aids bitchs head
0	thank you friend ! we must all stand together to support our president no matter what our race or religion is !
1	why are black people so good at excel ? they know a lot about cells
1	what percentage of blacks have white friends ? could it be that it's natural to prefer your own race ?
1	i take that back . one of his parents must be white . not purebred
0	watch the clip  then sign the petition here : #4houston5
1	financial cost biggest threat with immigration adding to loss green space overpopulationlower quality of life
2	white people need to start killing the enemy
0	i wish i could cram this excellent article by down the throat of every smug swpl #hbd #nrx
1	sadly this is what the older jewish sect wants . a black on white race war
1	pl . respond to attacks , despondency will not help; simply #deport all muslims
0	hmm . maybe the media is paying more attention to us because mainstream conservatism no longer dominates the right ?
1	of course! be afraid , terrorists . be very , very afraid . super-trump is coming to the white house!
0	there are union monuments in dixie . poland is dismantling soviet wwii monuments . we could do the same .
1	same jew mindset who used islamic to invade christian europe  spain
1	What's is gained by one dead faggot Jew?
0	your antebellum ancestors didnt need a monarch ; why would dixie need one now ?
0	most of them have pure-european phenotype ~ american euro-descent accept them as own white people
1	what 's the difference between batman and a black man ? batman can go to the store without robin .
1	" tell the parents  "" it takes more than one child per couple to save the white race . "" "" """
0	stop teaching hate to children bc they deserve hope of a peaceful & prosper life  there is no future in hate
0	what is really happening is people are looking for a scapegoat to blame ( sessions ) because trump himsel
0	halal also means the animals were killed in the most gruesome manner ... a manner that is not permitted in most jurisdictions except for islam
1	so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .
0	i wouldn't call them british . british people are white : )
0	imo he's another distraction .safer than hillary b / c less connected but that's about it .
0	jack phillips ' legal argument rests on the widely acknowledged principle that freedom of speech has to include the freedom not to speak . #justiceforjack #freespeech
1	all white are not aryans ; why are they trying to board the bandwagon of aryans ?
1	political correctness it's never free . it'll cost your dignity , your peace and finally your life . #islamistheproblem
0	patriotic germans demand merkel be hung for attempting to genocide the german people | more : 
0	 : political correctness is gonna kill us all .
1	do not use tax $$$ on illegals . use it on our vets!
0	 : hey you better be careful  youll be called a racist because obama is half black and white peo
1	"  "" hey kids  wanna replace white people "" "" """
0	jewish man with gun threatens black councilwoman over holocaust museum comments
0	dnc chair candidate wants to ' shut other white people down ' via
0	here in ohio  there is a crime called walking while white .
0	so are you black or white ?
0	cair claims washington times  national review  fox news are part of islamophobia network via #bancair
1	has the white race become too lazy ? our people have largely fallen to the disease of #materialism & comfort ... #news
0	if right to marry is redefined to simply be committed  care-giving relationship of ones choice  where does logic lead ?
1	 : lots of white baby daddies these days...white/state media very reluc
1	80 % of americans face near - #poverty . do you want a better america ? join the american #nazi party today
1	i don't hate people . is it hate to reject an intolerant ideology ? there's plenty of hate in your islamic texts : #kuffarhate #misogyny #jihad
0	sneering about ancient india not surprising . best way to destroy a people is to undermine their history  beliefs & eventually selfconfidence
1	What do bikes and black men have in common? The chain
1	let's be a white resister : because the beauty of white aryan woman must not perish from the earth via
0	" rt 2 / ... jared taylor  american renaissance  among other things  to my attention . ... i am mailing in a donation . keep up the good work . "" """
0	there are movements in spain / italy / greece just like ie . they are white countries  doesn't mean everyone in them are white . european = white .
1	white vs jew : stark contrast of phenotypes
0	" racial violence and  "" racial superiority "" "" are a threat . america is not  nor ever was  a white nation . """
0	hey anp ! watch german girls scorpions next song part 12  even donald trump mentions german people in here : 
1	i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .
1	/tea party got bamboozle by rats for obama
1	i had should have placed a bet that it would be a jew
1	the war on white people is global ... they are attacking flags and statues all over the west ... and mass murder of whites will follow .
1	how is he racist ? illegal isnt a race .
0	more than caire . we are fair .
0	and you were right . they are willing to betray all of white america to curry favor with the people who
0	what the white south thinks via
0	" our laws cover you & islam is not a race so there's no  "" racist nationalism "" "" """
0	the realist report is back on blogtalkradio !
1	" rt condemns trump for stoking  "" the enmity of all muslims . "" "" their poor  precious feelings ! #nrorevolt """
1	" are jewish groups going to demand massive non-jewish immigration into israel ? or is  "" diversity "" "" only for the west ? """
1	really wanted him to be white !
1	"  "" : "" "" : david duke : the racial murder and rape of white women in america via "" "" """
1	anti-white racism has reached critical mass in america ( video ) via
1	bless their hearts , you can't blame because they just learned about fire , the auto , and email .
0	 : greece : golden dawn supporters holds massive motorcycle rally in athens )
0	you don't think white supremacy exists ?
0	crooked cops posted movie  take shelter  showing #endtmes visions as mental illness on my youtube feed
0	do you not exist ? if you dont like it move  start having white babies or start to pry for spontaneous mass suicide of all the people you hate
0	" the  "" mainstream "" "" is only a cartel of mass media organizations and aligned academics  donors  activists  etc . """
0	really your so low class that you need to call them names . i am sick of people like you what about there rights to
1	What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven .
0	if fleeing criminal gangs allows you refugee status in america  will white south africans also qualify ?
1	 . how about no . we do not need immigration reform (amnesty) . we need and demand enforcement . #noamnesty
1	proving that as non white numbers grow they won't need their white leftist enablers and will turn on them
0	the confusion is mistaking opposition 2 illegal immigration w / americas admiration for those legally coming here .
1	we're unlikely to be that fortunate . the left has realized that putting the third world on welfare wins them every election
0	fair migration is a known hate group led by a racist . some members are white supremacists . look into the group . they are nasty .
1	" 2 million  "" natives "" "" dont get dibs on all of north america . white settlers built what refugees are flocking to . """
0	i'm pretty sure abortion was legalized more recently  like in the 1970s
1	which is why they want race mixing . what they don't realize is that race mixing will lead to white
1	the american government need to try these law breakers and send them to jail no moe sanctuary cities !!!!!!
1	my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .
1	you don't have to hate them . jews aren't white . hitler  for all his mistakes  would have been b
0	we love you jared ! thank you for everything you do and that you've done for our people !
0	to be clear  i am antifa . now that it's out of the way i have seen the alt lite really get nasty to the alt right
1	#cuckservative : a person who wishes for america's return to 1950s values / strength  without admitting the nation was 90 % white then ...
1	the black football player that punched a white girl in the face  gets to stay at school and continue playing . white privilege ?
0	pictures from inside one of adolf hitlers last surviving bunkers - in france #swrm #hitler via
0	the white ones lol
0	an important point for everyone triggered by milo .
0	it's simply more important to continue and to be seen than anything else . our message is what will win . no matter the optics ! how bout we just unite ourselves for a change ?
0	yea it's just a coincidence that those lawyers worked for fusion gps and fusion gps is on the payroll of democrats . yeah nothing to see here
2	was about time ... let's make those fat white people lose some weight .
1	i'll take these guys . you fags go find your own country
0	yes - its hunter . greatest race hoax of all time ! ! ! ahhhhhhhhh what are we going to do ?
0	another question  if white heritage beat hitler why are so many white men standing with their arms straight out wearing swatikas ?
1	its about money  not christian love cost #refugee family $ 257481+ welfare + food stamps
0	even when not elected  hinduism was the guiding principle of india  even m k gandhi wanted rule of lord rama
1	secular vultures & hyenas feeding on the dead bodies of indian policemen & soldiers in the name of #secularism #socialism #marxism #leninism
0	when megyn bravely say there and told us both santa and baby jebus are white .
1	i wonder if every white person investigated today including potus is because he is white . in today's world being white is crime unto itself
1	the jew mayor of charlottesville trying to stop free speech . thats what jews do
1	you should go to a kkk gathering  i heard they have fried chicken
1	wow! crazy , selfish europeans that have no future , no children , or grandchildren are nihilistic like hitler .
0	1 / i was ruminating on this earlier and decided that cerno  like milo  is useful in that he triggers leftists
1	according to the #white house  june is lgbt pride month . i'm a white southern christian . can i be proud of that ?
1	if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?
0	" rt south africa : the white refugees no one wants #swrm  "" white refugees don't rape  i'll take two ! "" "" via """
0	then you have a lot of racist right behind you !
1	 . communist jews created a mind virus that's infecting and killing off the white race
1	wont matter  all poc know who mistreated them all these years . once we get majority influence whites will know what its like to be second class citizens
0	"  "" miss  you are ... you are * very * white . "" "" 0 : 45 """
0	white supremacist  neo-nazi posters hung at boston school via
1	" new  "" white privilege tax "" "" for all white people supported by minorities in shocking racism experiment """
0	19 kids star & hate group lister & leads anti-gay marriage rally at arkansas capitol
1	i printed posters of #khallidmuhammad and i blast diarrhea on them everyday!
0	100 % agreed & u are not racist
1	absolutely not , looks like bunch of young men looking to come to usa & create havoc . this age group should not be allow in our country!
1	jews rejoicing at the prospect of the end of the white race
1	white lives matter rallies against the blm kidnapping in chicago via
0	jews are still white .
0	you have disgraced the honor of my grandfather who was a wwii vet . you are ignorant . an
0	he is post-relevancy  for sure . #tool
0	china wins friends in west africa by building dam during ebola outbreak
0	they're always in search of the great white defendant .
1	where's the line to give blowjobs for citizenship?
1	white nationalist are not violent . white supremacists are . big difference . nationalist live our co
0	freedom of speech without persecution . the university simply stated his views do not al
1	blue lives do matterwhen the cop is white
1	so , male msm thugs wanted to see women suffers a lot all time on earth disgusting stoneage uncivilized . animals r really great
0	trumps populist coalition : in four graphs
1	absolutely! throw the trash out and build a wall! americans say no more!!!
0	wrong whites / europeans have been around for millions of years you pos . you truly are stupid .
1	Via @VDARE‍ , article on how the death penalty improved the European gene pool by removing the most violent and least religious young men : https : //www .vdare .com/articles/death-penalty
0	"  "" fellow white "" "" said no white person ever ... """
0	this is ok tho & i'm mexican american & i fought 4 my country
0	he is a weak president . constantly blaming others and the media .
0	hello white
0	no one is for abortion . we are for personal choice . stop lying .
0	land ? im not talking about some land . people is all that matters  not piece of land
0	#jcot #tcot #jihad taliban jihadists abduct 50 afghan policemen via
0	america isn't a white country australia isn't a white country . none of your countries were originally inhabited by whites
0	this is less theoretical . core is case studies of how various countries de
2	1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism
0	the altright are just regular nazis . trump is not full fulling his promises . much like every president thats why people are turning away
0	1850 white vs slave ... white live longer ... by four years . 1850 to 1850 is correct the other comparison is faulty .
0	as an ex-member of identity evropa  i will not promote that group . i will not bash them either  but my
0	i won't go into detail about everything he said  but i will say that he definitely seems emotionally unstablea typical antifa type .
0	very unlikely for most unless its a massive purge for everyone but them . the paranoid few on places like 4chan will still call them shills regardless of what happens  though .
1	" to say  "" white lives matter "" "" is pure  "" "" racist hate "" "" . anti-racist is a code word for #antiwhite . """
1	they say they are anti-racist  but what they really are is anti-white ! via
2	islam must cease to exist and that must be your goal  else they will gobble up white race
0	chaos at the white house !
0	 : victory : appeals court upholds sd abortion suicide advisory #prolife
2	 : yes  yes  we get it . deport christians  kill babies  kill old people  deny vet's c
0	don't they always brag of cultural sophistication . this is the other nottheast . ethnic whites . catholics etc
